cohort,feat,auc,p,n1,n0,half_a,half_b,med_pos,med_neg,sep
t25,above_gxhigh,0.5110294117647058,0.791,116,136,0.4732142857142857,0.5395833333333333,0.5,0.0,0.011029411764705843
t25,t25_lowcad_s,0.4893192190669371,0.718,116,136,0.44355867346938777,0.5275,0.0,0.0,0.010680780933062906
t25,band_w,0.48992139959432046,0.794,116,136,0.5038265306122449,0.4816666666666667,146.30667559401627,139.89859683496616,0.010078600405679539
t25,mom_30m_r,0.5091277890466531,0.829,116,136,0.5060586734693877,0.510625,0.9109943816441712,0.9037874711596426,0.009127789046653123
t25,t25_mom_5m_r,0.49134761663286003,0.797,116,136,0.5095663265306123,0.48270833333333335,-0.19666666666666666,-0.06333333333333334,0.00865238336713997
t25,bar_lowwick,0.49217165314401623,0.84,116,136,0.43478954081632654,0.53625,0.1958114929139973,0.23702514713750666,0.00782834685598377
t25,pos_in_gxrange,0.5076698782961461,0.826,116,136,0.5041454081632653,0.5025,0.9992353283328728,0.9855830639992915,0.007669878296146071
t25,zz40_uppurity,0.5047857505070994,0.892,116,136,0.5082908163265306,0.5044791666666667,0.75,0.5,0.0047857505070993955
t25,t25_lows_broken_uw,0.4957530425963489,0.892,116,136,0.49808673469387754,0.48625,0.0,0.0,0.004246957403651108
t25,zz20_hh,0.49606997971602435,1.0,116,136,0.5089285714285714,0.48541666666666666,1.0,1.0,0.003930020283975655
t25,mom_5m_r,0.4961333671399594,0.914,116,136,0.5092474489795918,0.4870833333333333,0.15243347385927336,0.2251857730325719,0.0038666328600405753
t25,zz40_vs_lasthigh_t,0.4966404665314402,0.938,116,136,0.5494260204081632,0.44895833333333335,-69.07943095877272,-74.56504175684677,0.0033595334685598277
t25,t25_zz20_trend,0.5008874239350912,0.99,116,136,0.5223214285714286,0.486875,0.0,0.0,0.000887423935091225
t25,zz40_vs_lastlow_t,0.5007606490872211,0.982,116,136,0.5350765306122449,0.47208333333333335,43.75509744993178,34.11432617447281,0.0007606490872210658
t25,t25_below_prelow_t,0.5004437119675457,0.995,116,136,0.46699617346938777,0.5309375,-7.5,10.0,0.000443711967545668
t25,zz20_vs_lastlow_t,0.4997464503042596,0.997,116,136,0.5334821428571429,0.46958333333333335,45.30159922956955,27.958607337553985,0.0002535496957403738
t40,overlap_10,0.6187739463601533,0.002,116,90,0.6396551724137931,0.6021551724137931,0.6034535027816936,0.5648671779705985,0.11877394636015326
t40,zz40_trend,0.4232758620689655,0.042,116,90,0.46241379310344827,0.38125,0.0,1.0,0.0767241379310345
t40,pushes_30m,0.5616379310344828,0.125,116,90,0.5905172413793104,0.5282327586206896,3.0,3.0,0.061637931034482785
t40,zz40_hl,0.439367816091954,0.08,116,90,0.4903448275862069,0.3767241379310345,1.0,1.0,0.06063218390804598
t40,t40_uw_overlap,0.4440820130475303,0.423,37,29,0.5601503759398496,0.28695652173913044,0.6235294117647059,0.6613924050632911,0.05591798695246969
t40,mom_1m_r,0.550191570881226,0.211,116,90,0.5713793103448276,0.5237068965517241,-0.21663372331847008,-0.2693257166109591,0.050191570881226055
t40,zz40_hh,0.4603448275862069,0.242,116,90,0.4803448275862069,0.4353448275862069,1.0,1.0,0.03965517241379313
t40,ret_rthopen_r,0.46044061302681993,0.339,116,90,0.4789655172413793,0.4362068965517241,2.2715564521406,2.3542840267296805,0.039559386973180066
t40,zz40_lows_above,0.4638409961685824,0.345,116,90,0.41620689655172416,0.5241379310344828,0.0,1.0,0.036159003831417624
t40,zz20_uppurity,0.5356800766283525,0.383,116,90,0.5672413793103448,0.4954741379310345,0.75,0.5,0.035680076628352486
t40,zz20_nswings,0.5350095785440613,0.371,116,90,0.553448275862069,0.5206896551724138,786.0,770.0,0.03500957854406128
t40,leg_dur_min,0.5349616858237548,0.33,116,90,0.48982758620689654,0.5857758620689655,1.0,1.0,0.03496168582375481
t40,rng_compress,0.46532567049808427,0.394,116,90,0.4593103448275862,0.47672413793103446,0.5781059535495842,0.618373568939771,0.034674329501915735
t40,bar_closeloc,0.5345306513409962,0.396,116,90,0.5877586206896551,0.4696120689655172,0.5526582792207793,0.46276405298961687,0.0345306513409962
t40,t40_zz20_nswings,0.5333812260536398,0.402,116,90,0.5510344827586207,0.5211206896551724,786.0,772.5,0.0333812260536398
t40,zz40_nswings,0.5332854406130269,0.388,116,90,0.5558620689655173,0.5206896551724138,350.5,359.0,0.03328544061302685
t40,zz20_lows_above,0.46795977011494255,0.401,116,90,0.4186206896551724,0.5254310344827586,0.0,1.0,0.03204022988505745
t40,band_w,0.46906130268199236,0.423,116,90,0.4748275862068966,0.4495689655172414,146.30667559401627,144.97316758153465,0.030938697318007635
t40,t40_zz20_vs_lastlow_t,0.5288793103448276,0.468,116,90,0.5044827586206897,0.5603448275862069,-16.0,-17.0,0.028879310344827602
t40,t40_zz20_lows_above,0.47164750957854407,0.475,116,90,0.44810344827586207,0.5002155172413794,2.0,2.0,0.028352490421455934
